sample_name	amplicon_number	amplicon_decomposition_class	ecDNA+	BFB+	ecDNA_amplicons
SJOS001128_D1	amplicon7	Complex-non-cyclic	None detected	None detected	0
SJOS002_D	amplicon1	Cyclic	Positive	None detected	1
SJOS003_D	amplicon1	Cyclic	Positive	None detected	1
SJOS004_D	amplicon1	Linear	None detected	None detected	0
SJOS004_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJOS004_D	amplicon3	Cyclic	Positive	None detected	5
SJOS004_D	amplicon4	Linear	None detected	None detected	0
SJOS004_D	amplicon5	Linear	None detected	None detected	0
SJOS004_D	amplicon6	No amp/Invalid	None detected	None detected	0
SJOS004_D	amplicon7	No amp/Invalid	None detected	None detected	0
SJOS005_D	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJOS005_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJOS005_D	amplicon3	Complex-non-cyclic	None detected	None detected	0
SJOS006_D	amplicon1	Cyclic	Positive	None detected	1
SJOS006_D	amplicon2	Cyclic	Positive	None detected	1
SJOS006_D	amplicon3	Complex-non-cyclic	None detected	None detected	0
SJOS006_D	amplicon4	Linear	None detected	None detected	0
SJOS008_D	amplicon1	Linear	None detected	None detected	0
SJOS008_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJOS010_M	amplicon1	Cyclic	None detected	Positive	0
SJOS011_D	amplicon1	Linear	None detected	None detected	0
SJOS014_D	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJOS014_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJOS014_D	amplicon3	Cyclic	Positive	None detected	2
SJOS014_D	amplicon4	Complex-non-cyclic	None detected	None detected	0
SJOS014_D	amplicon5	Linear	None detected	None detected	0
SJOS014_D	amplicon6	Linear	None detected	None detected	0
SJOS014_D	amplicon7	Linear	None detected	None detected	0
SJOS014_D	amplicon8	Complex-non-cyclic	None detected	None detected	0
SJOS015_D	amplicon1	Cyclic	Positive	None detected	1
SJOS016_D	amplicon1	Cyclic	Positive	None detected	1
SJOS016_D	amplicon2	Linear	None detected	None detected	0
SJOS019_D	amplicon1	Linear	None detected	None detected	0
SJOS019_D	amplicon2	Cyclic	Positive	None detected	2
SJOS030101_D1	amplicon1	Cyclic	Positive	None detected	1
SJOS030101_D1	amplicon2	Linear	None detected	None detected	0
SJOS030101_D1	amplicon3	Complex-non-cyclic	None detected	None detected	0
SJOS030101_D1	amplicon4	Linear	None detected	None detected	0
SJOS030129_D1	amplicon1	Linear	None detected	None detected	0
SJOS030272_D1	amplicon1	Cyclic	Positive	None detected	3
SJOS030279_D1	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJOS030422_D1	amplicon1	Linear	None detected	None detected	0
SJOS030422_D1	amplicon2	Cyclic	Positive	None detected	1
SJOS030422_D1	amplicon3	Linear	None detected	None detected	0
SJOS030597_D1	amplicon1	Linear	None detected	None detected	0
SJOS030605_D1	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJOS030605_D1	amplicon2	Cyclic	Positive	None detected	2
SJOS030605_D1	amplicon3	Linear	None detected	None detected	0
SJOS030605_D1	amplicon4	Linear	None detected	None detected	0
SJOS030605_D1	amplicon5	Linear	None detected	None detected	0
SJOS030605_D1	amplicon6	Linear	None detected	None detected	0
SJOS030645_D1	amplicon1	No amp/Invalid	None detected	None detected	0
SJOS030645_D1	amplicon2	Cyclic	Positive	None detected	2
SJOS031071_D1	amplicon1	Linear	None detected	None detected	0
SJOS031071_D1	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJOS031071_D1	amplicon3	Linear	None detected	None detected	0
SJOS031125_D1	amplicon1	Cyclic	Positive	None detected	1
SJOS031130_D1	amplicon1	Cyclic	Positive	None detected	4
SJRB001_D	amplicon1	Cyclic	Positive	None detected	1
SJRB011_D	amplicon1	Cyclic	Positive	None detected	1
SJRB030065_D1	amplicon1	Cyclic	Positive	None detected	1
SJRB030065_D1	amplicon2	Linear	None detected	None detected	0
SJRB030188_D1	amplicon1	Cyclic	Positive	None detected	1
SJRB030199_D1	amplicon1	Cyclic	Positive	None detected	1
SJRB039_D	amplicon1	Cyclic	Positive	None detected	1
SJRB039_D	amplicon2	Cyclic	Positive	None detected	2
SJRHB001_D	amplicon1	Cyclic	Positive	None detected	1
SJRHB003_D	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJRHB003_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJRHB003_D	amplicon3	Linear	None detected	None detected	0
SJRHB003_D	amplicon4	Linear	None detected	None detected	0
SJRHB003_D	amplicon5	Linear	None detected	None detected	0
SJRHB003_D	amplicon6	Complex-non-cyclic	None detected	None detected	0
SJRHB003_D	amplicon7	Linear	None detected	None detected	0
SJRHB003_D	amplicon8	Cyclic	Positive	None detected	1
SJRHB003_D	amplicon9	Complex-non-cyclic	None detected	None detected	0
SJRHB004_D	amplicon1	Cyclic	Positive	None detected	2
SJRHB006_D	amplicon1	Cyclic	Positive	None detected	1
SJRHB008_D	amplicon1	Cyclic	Positive	None detected	2
SJRHB009_D	amplicon1	Cyclic	Positive	None detected	1
SJRHB012_S	amplicon1	Cyclic	Positive	None detected	1
SJRHB012_S	amplicon2	Cyclic	Positive	None detected	1
SJRHB030264_D1	amplicon1	Linear	None detected	None detected	0
SJRHB030549_D1	amplicon1	Cyclic	Positive	None detected	2
SJRHB030549_D1	amplicon2	Cyclic	Positive	None detected	1
SJRHB030787_D1	amplicon1	Cyclic	Positive	None detected	1
SJRHB031084_D1	amplicon1	Cyclic	Positive	None detected	1
SJRHB031084_D1	amplicon2	Cyclic	Positive	None detected	3
SJRHB031084_D1	amplicon3	Complex-non-cyclic	None detected	Positive	0
SJRHB031084_D1	amplicon4	Linear	None detected	None detected	0
SJRHB031084_D1	amplicon5	Linear	None detected	None detected	0
SJRHB031117_D1	amplicon1	Cyclic	Positive	None detected	1
SJRHB031210_D1	amplicon1	Cyclic	Positive	None detected	1
SJRHB031210_D1	amplicon2	Cyclic	Positive	None detected	1
SJRHB031244_D2	amplicon1	Cyclic	Positive	None detected	1
SJST030043_D2	amplicon1	Linear	None detected	None detected	0
SJST030043_D2	amplicon2	Cyclic	Positive	None detected	3
SJST030131_D3	amplicon1	Cyclic	Positive	None detected	1
SJST030131_D3	amplicon2	Cyclic	Positive	None detected	1
SJST030131_D3	amplicon3	Complex-non-cyclic	None detected	None detected	0
SJST030131_D3	amplicon4	Linear	None detected	None detected	0
SJST030483_D1	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJST030483_D1	amplicon2	Linear	None detected	None detected	0
SJST030529_D1	amplicon1	Cyclic	Positive	None detected	3
SJST030705_D1	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJST030730_D1	amplicon1	Cyclic	Positive	None detected	1
SJST031189_D1	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJMB003_D	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJMB004_D	amplicon1	Complex-non-cyclic	None detected	None detected	0
SJMB004_D	amplicon2	Cyclic	Positive	None detected	2
SJMB004_D	amplicon3	Linear	None detected	None detected	0
SJMB008_D	amplicon1	Cyclic	Positive	None detected	1
SJMB019_D	amplicon1	Cyclic	Positive	None detected	1
SJMB024_D	amplicon1	Linear	None detected	None detected	0
SJMB024_D	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJMB027_D	amplicon1	Cyclic	Positive	None detected	1
SJMB030020_D1	amplicon1	Cyclic	Positive	None detected	2
SJMB030020_D1	amplicon2	Cyclic	Positive	None detected	1
SJMB030020_D1	amplicon3	Cyclic	Positive	None detected	1
SJMB030020_D1	amplicon4	Cyclic	Positive	None detected	1
SJMB030056_D1	amplicon1	Cyclic	Positive	None detected	1
SJMB030181_D1	amplicon1	Cyclic	Positive	None detected	1
SJMB030296_D1	amplicon1	Cyclic	Positive	None detected	1
SJMB030312_D1	amplicon1	Cyclic	Positive	None detected	1
SJMB030610_D1	amplicon1	Linear	None detected	None detected	0
SJMB030610_D1	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJMB030610_D1	amplicon3	Cyclic	Positive	None detected	1
SJMB030757_D1	amplicon1	Linear	None detected	None detected	0
SJMB030757_D1	amplicon2	Complex-non-cyclic	None detected	None detected	0
SJMB030757_D1	amplicon3	Complex-non-cyclic	None detected	None detected	0
SJMB030757_D1	amplicon4	Linear	None detected	None detected	0
SJMB030915_D2	amplicon1	Cyclic	Positive	None detected	1
SJMB038_D	amplicon1	Cyclic	Positive	None detected	1
SJMB067_D	amplicon1	Cyclic	None detected	Positive	0
SJOS001101_M1	amplicon1	Linear	None detected	None detected	0
SJOS001101_M1	amplicon2	Linear	None detected	None detected	0
SJOS001101_M1	amplicon3	Cyclic	Positive	None detected	1
SJOS010_D	amplicon1	Cyclic	None detected	Positive	0
SJOS010_D	amplicon2	No amp/Invalid	None detected	None detected	0
SJOS010_D	amplicon3	Linear	None detected	None detected	0
SJOS010_D	amplicon4	Complex-non-cyclic	None detected	None detected	0
SJOS012_D	amplicon10	Cyclic	Positive	None detected	1
SJOS012_D	amplicon1	Linear	None detected	None detected	0
SJOS012_D	amplicon2	Cyclic	Positive	None detected	1
SJOS012_D	amplicon3	Linear	None detected	None detected	0
SJOS012_D	amplicon4	Linear	None detected	None detected	0
SJOS012_D	amplicon5	Linear	None detected	None detected	0
SJOS012_D	amplicon6	Cyclic	Positive	None detected	2
SJOS012_D	amplicon7	Linear	None detected	None detected	0
SJOS012_D	amplicon8	Linear	None detected	None detected	0
SJOS012_D	amplicon9	Cyclic	None detected	Positive	0
SJRHB012_D	amplicon1	Cyclic	Positive	None detected	2
SJST030890_D1	amplicon1	Linear	None detected	None detected	0
